사용자 ID,광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,시청 비율
user_1,케이티 기업PR : 인공와우편,2020-06-17,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기업PR,(주)케이티,(주)제일기획,제일기획,70
user_1,아이스크림에듀 _학교공부 아이공부 모두 다 아이스크림 홈런  그린윈도우_15,2022-01-07,15.0,교육및복지후생,교육및복지후생기타,교육및복지후생기업PR,주식회사 아이스크림에듀,(주)코이피쉬,반하기,70
user_1,대교 뉴이프:런칭,2023-01-10,15.0,교육및복지후생,교육및복지후생기타,교육및복지후생기타,(주)대교,(주)엠허브,PHD KOREA,70
user_1,루와(TV),2017-09-22,60.0,교육및복지후생,교육및복지후생기타,교육및복지후생기업PR,사단법인 유니세프한국위원회,(주)에이치에스애드,LG애드,70
user_1,링티 : 야근편(카카오톡딜),2021-03-30,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,링거워터,,,70
user_1,에스케이브로드밴드 b tv x 넷플릭스 : 종이의 집편,2024-06-28,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,에스케이브로드밴드주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,70
user_1,비케이알 버거킹 : 콰트로치즈 비프라구 와퍼편,2024-07-25,15.0,식품,제빵,"햄버거,피자및샌드위치",주식회사비케이알,(주)제일기획,제일기획,70
user_1,케이티_KT 유튜브 프리미엄 초이스 : 당신은 초이스하셨나요_30,2022-06-27,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,zoo프로,70
user_1,삼성전자 그랑데AI : 원하는 대로편,2020-06-08,15.0,가정용전기전자,가사용전기전자,세탁기및건조기,삼성전자(주),(주)제일기획,제일기획,70
user_1,세라젬 _워킹맘_30,2021-03-19,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,세라잼,대홍기획,오스카스튜디오,70
user_1,케이티 DIGICO KT : AI 서빙로봇편,2021-08-13,45.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,70
user_1,넷플릭스 하트 오브 스톤 : 갤 가돗의 액션 블록버스터편,2023-07-25,15.0,서비스,문화및공연,문화및공연기타,넷플릭스서비시스코리아 유한회사,주식회사 에이치에스애드,라쿤,70
user_1,퍼펙트맨(TV),2019-09-25,15.0,서비스,문화및공연,영화,주식회사 쇼박스,(주)에이치에스애드,하하하 필름,70
user_1,기획재정부 24년 경제정책 : 새로운 봄이 피어납니다편,2024-01-08,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,기획재정부,,,70
user_1,에스케이텔레콤 SKT 기업PR : 에이닷편,2023-03-27,60.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스제품종합,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,70
user_1,천안중앙시장 야시장 2019. 04,2019-03-26,20.0,서비스,문화및공연,지역 및 문화축제,싸인미디어,주식회사 비원기획,주식회사 비원기획,70
user_1,아르떼미디어 콜핑 포항 폐점상품정리 : 초대합니다편,2023-10-05,30.0,유통,유통기타,유통기타,아르떼미디어(Arte media),(주)서현애드,프로덕션 모던,70
user_1,2018 케토톱 (TV일반),2018-04-26,15.0,제약및의료,근육및신경통제,근육통제,주식회사 한독,레오버넷(주),대홍기획,70
user_1,한국맥도날드 패밀리 캠페인 : 만나봐요편,2024-04-25,30.0,식품,제빵,"햄버거,피자및샌드위치",한국맥도날드유한회사,레오버넷(주),레오버넷,70
user_1,삼성 비스포크 에어드레서 : 비스포크 에어드레서로 돌리다-AI #2,2021-02-15,30.0,가정용전기전자,가사용전기전자,의류관리기,삼성전자(주),(주)제일기획,로켓,70
user_1,WAVVE 본편소재,2019-09-17,15.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,콘텐츠연합플랫폼(주),(주)옵티멈미디어코리아,주식회사 쏠트,70
user_1,현대자동차 밤낚시 : 단독 개봉편,2024-05-29,15.0,서비스,문화및공연,영화,현대자동차(주),(주)이노션,주식회사 이노션,70
user_1,오뚜기 피자(2017),2017-04-28,15.0,식품,제빵,"햄버거,피자및샌드위치",(주)오뚜기,(주)애드리치,애드리치,70
user_1,에스케이브로드밴드 b tv x 넷플릭스 : 영희지옥편,2024-06-27,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,에스케이브로드밴드주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,70
user_1,에이블리_런칭편(자막수정)_15,2021-04-19,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)에이블리코퍼레이션,(주)대홍기획,아크프로덕션,70
user_1,매스프레소_콴다과외 : 잠들어 있는 성적 편_15,2023-01-06,15.0,교육및복지후생,교육기관,교육기관기타,(주)매스프레소,(주)오버맨,(주)오버맨,70
user_1,울산중구청 중구 홍보 : 새로운 시작편,2023-07-12,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,울산중구청,,,70
user_1,엘지유플러스 우리가게패키지 : [ U+우리가게패키지 ] 우리가게 든든하게!_토마토세븐편,2021-11-16,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스제품종합,(주)엘지유플러스,(주)오리콤,(주)오리콤,70
user_1,에스케이텔레콤 SKT 기업PR : 에이닷편,2023-03-24,60.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스제품종합,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,70
user_1,케이티 삼성전자(공동)_갤럭시 S22:케이티로 초이스편_30,2022-02-14,30.0,컴퓨터및정보통신,통신망,이동통신,케이티-삼성전자(공동),(주)제일기획,제일기획,70
user_1,이십세기폭스-알리타 (TV일반),2019-01-10,15.0,서비스,문화및공연,영화,이십세기폭스코리아(주),레오버넷(주),레오버넷,70
user_1,아르떼미디어 : 공주시 구이브자리 폐점상품정리,2023-06-01,30.0,유통,유통기타,유통기타,아르떼미디어(Arte media),(주)서현애드,프로덕션 모던,70
user_1,월트디즈니컴퍼니코리아_블랙팬서 와칸다포에버:대개봉 수정편_15,2022-11-04,15.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,70
user_1,TVCM,2019-03-21,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의",(주)메세코리아,(주)애드맥스,애드맥스,70
user_1,부산화랑협회 : 2018 부산국제화랑아트페어,2018-06-12,30.0,서비스,문화및공연,"전시, 박람회 및 학술회의",(주)애드맥스,(주)애드맥스,애드맥스,70
user_1,동서식품 카누 : 바리스타편,2023-02-22,15.0,음료및기호식품,기호식품,커피및커피믹스,동서식품(주),(주)제일기획,제일기획,70
